NCBI_id,OrthoDB_seq,species_name,amino_entropy,protein_entropy,constructive_entropy,divergence_time,amino_edge_E(G),amino_total_N,protein_edge_E(G),protein_total_N,superkingdom,superkingdom_name,kingdom,kingdom_name,subkingdom,subkingdom_name,phylum,phylum_name,subphylum,subphylum_name,superclass,superclass_name,class,class_name,subclass,subclass_name,order,order_name,family,family_name,genus,genus_name,divergence_time_log
28229,0,Colwellia psychrerythraea,0.9390879846634004,0.9997777283840854,0.0606897437206849,668.39,1152486317490.0,1566678,10118251.0,4499,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,135622.0,Alteromonadales,267889.0,Colwelliaceae,28228.0,Colwellia,2.825029943649081
287,0,Pseudomonas aeruginosa,0.9310989472447446,0.999823383963264,0.0687244367185192,1030.0,1603339058677.0,1855794,16026291.0,5662,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,72274.0,Pseudomonadales,135621.0,Pseudomonadaceae,286.0,Pseudomonas,3.012837224705172
29385,0,Staphylococcus saprophyticus,0.9392748692368178,0.9995602462620932,0.0602853770252754,263.8547,215359750744.0,677175,2584401.0,2274,2,Bacteria,,,,,1239.0,Firmicutes,,,,,91061.0,Bacilli,,,1385.0,Bacillales,90964.0,Staphylococcaceae,1279.0,Staphylococcus,2.421364834597604
305,0,Ralstonia solanacearum,0.931162737670808,0.9997716894977168,0.0686089518269088,743.495,1013702499975.0,1475562,9590010.0,4380,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,28216.0,Betaproteobacteria,,,80840.0,Burkholderiales,119060.0,Burkholderiaceae,48736.0,Ralstonia,2.8712780522396657
339,0,Xanthomonas campestris,0.9307459953452236,0.9997627520759194,0.0690167567306957,70.0,956201260796.0,1433422,8881005.0,4215,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,135614.0,Xanthomonadales,32033.0,Xanthomonadaceae,338.0,Xanthomonas,1.845098040014257
37329,0,Nocardia farcinica,0.925662856679478,0.9998279421885754,0.0741650855090975,380.295,1563722532883.0,1838097,16886766.0,5812,2,Bacteria,,,,,201174.0,Actinobacteria,,,,,1760.0,Actinomycetia,,,85007.0,Corynebacteriales,85025.0,Nocardiaceae,1817.0,Nocardia,2.580120615480779
38323,0,Bartonella henselae,0.9395145465861414,0.9993261455525606,0.0598115989664191,431.785,98764631216.0,458526,1100386.0,1484,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,28211.0,Alphaproteobacteria,,,356.0,Hyphomicrobiales,772.0,Bartonellaceae,773.0,Bartonella,2.6352675510820904
39960,0,Erythrobacter litoralis,0.9309566861669664,0.9996642041638684,0.068707517996902,1613.405,414290556520.0,943415,4432753.0,2978,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,28211.0,Alphaproteobacteria,,,204457.0,Sphingomonadales,335929.0,Erythrobacteraceae,1041.0,Erythrobacter,3.2077433985032164
446,1,Legionella pneumophila,0.9398505403153709,0.99967277486911,0.0598222345537392,1420.21,489161448988.0,1020262,4668040.0,3056,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,118969.0,Legionellales,444.0,Legionellaceae,445.0,Legionella,3.1523525662831027
1280,0,Staphylococcus aureus,0.9394334307715282,0.9996610169491524,0.0602275861776243,145.11,310632417631.0,813215,4349775.0,2950,2,Bacteria,,,,,1239.0,Firmicutes,,,,,91061.0,Bacilli,,,1385.0,Bacillales,90964.0,Staphylococcaceae,1279.0,Staphylococcus,2.1616973421081176
562,1,Escherichia coli,0.938892710761278,0.9997882253282508,0.0608955145669727,87.7,920999693884.0,1400673,11146281.0,4722,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,91347.0,Enterobacterales,543.0,Enterobacteriaceae,561.0,Escherichia,1.9429995933660402
623,0,Shigella flexneri,0.938845187146522,0.9997566909975668,0.0609115038510449,36.2,630615417339.0,1159045,8443995.0,4110,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,91347.0,Enterobacterales,543.0,Enterobacteriaceae,620.0,Shigella,1.5587085705331656
666,0,Vibrio cholerae,0.9387838780531196,0.999737187910644,0.0609533098575243,808.0,695114128474.0,1216915,7237110.0,3805,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,135623.0,Vibrionales,641.0,Vibrionaceae,662.0,Vibrio,2.9074113607745855
83558,0,Chlamydia pneumoniae,0.9386340805994496,0.9990512333965844,0.0604171527971346,600.0,60221481280.0,358214,554931.0,1054,2,Bacteria,,,,,204428.0,Chlamydiae,,,,,204429.0,Chlamydiia,,,51291.0,Chlamydiales,809.0,Chlamydiaceae,810.0,Chlamydia,2.7781512503836434
851,0,Fusobacterium nucleatum,0.9339705988224912,0.9994725738396624,0.0655019750171711,3300.6025,187187415083.0,633121,1796460.0,1896,2,Bacteria,,,,,32066.0,Fusobacteria,,,,,203490.0,Fusobacteriia,,,203491.0,Fusobacteriales,203492.0,Fusobacteriaceae,848.0,Fusobacterium,3.518593224284446
9,0,Buchnera aphidicola,0.9345900639777954,0.9973190348525468,0.0627289708747514,808.0,7078790867.0,123079,69378.0,373,2,Bacteria,,,,,1224.0,Proteobacteria,,,,,1236.0,Gammaproteobacteria,,,91347.0,Enterobacterales,1903409.0,Erwiniaceae,32199.0,Buchnera,2.9074113607745855
